time [ms]	Pressure [Hgmm]	illuminance [lux]
21.02 	 89.90 	 1.11
21.05 	 92.40 	 0.88
21.07 	 89.90 	 0.56
21.10 	 93.50 	 0.18
21.12 	 91.20 	 -0.23
21.15 	 95.00 	 -0.63
21.18 	 91.50 	 -0.97
21.20 	 95.40 	 -1.20
21.23 	 91.30 	 -1.30
21.25 	 94.70 	 -1.28
21.27 	 90.90 	 -1.15
21.30 	 94.20 	 -0.93
21.32 	 90.50 	 -0.68
21.35 	 93.60 	 -0.43
21.38 	 90.40 	 -0.21
21.40 	 93.70 	 -0.06
21.43 	 90.70 	 0.03
21.45 	 93.50 	 0.05
21.48 	 92.50 	 0.02
21.50 	 93.10 	 -0.03
21.52 	 93.10 	 -0.08
21.55 	 93.30 	 -0.12
21.57 	 93.20 	 -0.13
21.60 	 93.50 	 -0.09
21.62 	 93.80 	 -0.02
21.65 	 94.10 	 0.09
21.68 	 94.50 	 0.24
21.70 	 94.90 	 0.41
21.73 	 94.90 	 0.59
21.75 	 95.60 	 0.78
21.77 	 93.70 	 0.95
21.80 	 96.70 	 1.10
21.82 	 94.30 	 1.21
21.85 	 96.90 	 1.26
21.88 	 94.00 	 1.23
21.90 	 97.10 	 1.13
21.93 	 93.80 	 0.95
21.95 	 97.40 	 0.69
21.98 	 93.90 	 0.37
22.00 	 98.00 	 0.00
22.02 	 95.10 	 -0.36
22.05 	 99.30 	 -0.70
22.07 	 95.60 	 -0.98
22.10 	 98.90 	 -1.17
22.12 	 95.10 	 -1.27
22.15 	 98.30 	 -1.26
22.18 	 94.50 	 -1.18
22.20 	 97.40 	 -1.03
22.23 	 96.90 	 -0.84
22.25 	 96.60 	 -0.65
22.27 	 96.70 	 -0.47
22.30 	 96.90 	 -0.32
22.32 	 97.70 	 -0.20
22.35 	 97.80 	 -0.11
22.38 	 98.20 	 -0.03
22.40 	 98.20 	 0.02
22.43 	 98.70 	 0.08
22.45 	 99.00 	 0.14
22.48 	 99.20 	 0.21
22.50 	 99.40 	 0.28
22.52 	 99.70 	 0.35
22.55 	 99.20 	 0.42
22.57 	 100.30 	 0.47
22.60 	 98.60 	 0.50
22.62 	 101.20 	 0.51
22.65 	 98.50 	 0.50
22.68 	 101.70 	 0.48
22.70 	 98.50 	 0.44
22.73 	 101.20 	 0.41
22.75 	 98.70 	 0.37
22.77 	 101.10 	 0.33
22.80 	 99.90 	 0.30
22.82 	 100.80 	 0.25
22.85 	 100.70 	 0.20
22.88 	 101.10 	 0.13
22.90 	 101.90 	 0.04
22.93 	 101.90 	 -0.07
22.95 	 103.10 	 -0.19
22.98 	 101.60 	 -0.33
23.00 	 104.40 	 -0.46
23.02 	 101.00 	 -0.57
23.05 	 103.90 	 -0.66
23.07 	 100.30 	 -0.71
23.10 	 103.00 	 -0.72
23.12 	 101.60 	 -0.68
23.15 	 102.20 	 -0.61
23.18 	 102.40 	 -0.50
23.20 	 102.70 	 -0.37
23.23 	 102.60 	 -0.23
23.25 	 102.90 	 -0.10
23.27 	 103.00 	 0.01
23.30 	 103.40 	 0.10
23.32 	 103.60 	 0.15
23.35 	 103.90 	 0.17
23.38 	 104.00 	 0.17
23.40 	 104.10 	 0.15
23.43 	 104.50 	 0.14
23.45 	 104.60 	 0.14
23.48 	 105.10 	 0.18
23.50 	 104.70 	 0.26
23.52 	 105.80 	 0.37
23.55 	 103.80 	 0.50
23.57 	 106.00 	 0.64
23.60 	 103.90 	 0.76
23.62 	 106.40 	 0.83
23.65 	 103.60 	 0.84
23.68 	 106.60 	 0.78
23.70 	 103.00 	 0.64
23.73 	 106.90 	 0.44
23.75 	 103.60 	 0.18
23.77 	 107.60 	 -0.09
23.80 	 103.90 	 -0.36
23.82 	 107.70 	 -0.59
23.85 	 103.50 	 -0.76
23.88 	 106.70 	 -0.86
23.90 	 105.40 	 -0.88
23.93 	 105.00 	 -0.82
23.95 	 105.00 	 -0.70
23.98 	 104.80 	 -0.55
24.00 	 105.00 	 -0.38
24.02 	 105.20 	 -0.22
24.05 	 105.80 	 -0.07
24.07 	 106.00 	 0.03
24.10 	 106.50 	 0.10
24.12 	 106.70 	 0.13
24.15 	 106.70 	 0.13
24.18 	 107.00 	 0.11
24.20 	 107.10 	 0.08
24.23 	 107.50 	 0.05
24.25 	 107.90 	 0.03
24.27 	 108.30 	 0.03
24.30 	 108.40 	 0.04
24.32 	 108.40 	 0.07
24.35 	 108.80 	 0.11
24.38 	 108.90 	 0.16
24.40 	 109.40 	 0.21
24.43 	 109.60 	 0.25
24.45 	 109.80 	 0.28
24.48 	 110.10 	 0.30
24.50 	 110.10 	 0.29
24.52 	 110.40 	 0.27
24.55 	 110.70 	 0.23
24.57 	 111.30 	 0.17
24.60 	 112.00 	 0.10
24.62 	 110.90 	 0.03
24.65 	 113.20 	 -0.04
24.68 	 110.60 	 -0.10
24.70 	 113.20 	 -0.15
24.73 	 109.80 	 -0.19
24.75 	 112.50 	 -0.21
24.77 	 110.10 	 -0.21
24.80 	 111.50 	 -0.21
24.82 	 111.60 	 -0.19
24.85 	 111.50 	 -0.16
24.88 	 111.40 	 -0.13
24.90 	 111.40 	 -0.08
24.93 	 111.60 	 -0.04
24.95 	 111.80 	 0.01
24.98 	 112.10 	 0.04
25.00 	 112.00 	 0.07
25.02 	 112.10 	 0.09
25.05 	 112.40 	 0.09
25.07 	 112.10 	 0.09
25.10 	 112.90 	 0.08
25.12 	 113.00 	 0.07
25.15 	 113.20 	 0.06
25.18 	 113.40 	 0.05
25.20 	 113.40 	 0.05
25.23 	 113.50 	 0.06
25.25 	 113.80 	 0.07
25.27 	 114.10 	 0.08
25.30 	 114.20 	 0.10
25.32 	 114.40 	 0.11
25.35 	 114.60 	 0.11
25.38 	 114.60 	 0.10
25.40 	 115.10 	 0.08
25.43 	 115.60 	 0.06
25.45 	 116.60 	 0.02
25.48 	 115.80 	 -0.03
25.50 	 116.90 	 -0.08
25.52 	 115.30 	 -0.13
25.55 	 116.50 	 -0.18
25.57 	 116.40 	 -0.21
25.60 	 115.90 	 -0.23
25.62 	 115.80 	 -0.24
25.65 	 115.80 	 -0.24
25.68 	 116.00 	 -0.21
25.70 	 116.20 	 -0.18
25.73 	 116.30 	 -0.13
25.75 	 116.40 	 -0.08
25.77 	 116.60 	 -0.02
25.80 	 116.40 	 0.03
25.82 	 116.70 	 0.07
25.85 	 116.80 	 0.10
25.88 	 117.00 	 0.11
25.90 	 117.10 	 0.11
25.93 	 117.00 	 0.10
25.95 	 117.30 	 0.07
25.98 	 117.30 	 0.04
26.00 	 117.60 	 0.02
26.02 	 117.70 	 0.00
26.05 	 117.80 	 0.00
26.07 	 117.80 	 0.01
26.10 	 117.80 	 0.04
26.12 	 117.90 	 0.06
26.15 	 117.90 	 0.08
26.18 	 118.20 	 0.09
26.20 	 118.30 	 0.09
26.23 	 118.40 	 0.08
26.25 	 118.30 	 0.05
26.27 	 119.10 	 0.01
26.30 	 119.60 	 -0.03
26.32 	 119.60 	 -0.06
26.35 	 119.60 	 -0.09
26.38 	 119.50 	 -0.12
26.40 	 119.20 	 -0.13
26.43 	 119.10 	 -0.12
26.45 	 119.10 	 -0.11
26.48 	 119.20 	 -0.09
26.50 	 119.40 	 -0.06
26.52 	 119.70 	 -0.02
26.55 	 119.60 	 0.02
26.57 	 119.60 	 0.05
26.60 	 119.80 	 0.08
26.62 	 119.60 	 0.11
26.65 	 119.70 	 0.12
26.68 	 119.70 	 0.12
26.70 	 119.90 	 0.10
26.73 	 119.80 	 0.08
26.75 	 119.80 	 0.06
26.77 	 119.80 	 0.04
26.80 	 119.90 	 0.02
26.82 	 120.10 	 0.01
26.85 	 120.10 	 0.02
26.88 	 120.20 	 0.03
26.90 	 120.30 	 0.05
26.93 	 120.20 	 0.07
26.95 	 120.30 	 0.09
26.98 	 120.30 	 0.10
27.00 	 120.50 	 0.10
27.02 	 120.70 	 0.08
27.05 	 121.00 	 0.05
27.07 	 121.50 	 0.01
27.10 	 121.60 	 -0.04
27.12 	 121.80 	 -0.09
27.15 	 121.60 	 -0.13
27.18 	 121.60 	 -0.16
27.20 	 121.40 	 -0.17
27.23 	 121.30 	 -0.16
27.25 	 121.10 	 -0.14
27.27 	 120.70 	 -0.10
27.30 	 121.20 	 -0.06
27.32 	 121.30 	 -0.03
27.35 	 121.40 	 0.01
27.38 	 121.40 	 0.03
27.40 	 121.30 	 0.04
27.43 	 121.40 	 0.04
27.45 	 121.20 	 0.03
27.48 	 121.50 	 0.02
27.50 	 121.50 	 0.01
27.52 	 121.60 	 -0.00
27.55 	 121.50 	 -0.01
27.57 	 121.50 	 -0.01
27.60 	 121.50 	 -0.01
27.62 	 121.60 	 -0.00
27.65 	 121.50 	 0.01
27.68 	 121.70 	 0.01
27.70 	 121.80 	 0.01
27.73 	 121.80 	 0.00
27.75 	 121.70 	 -0.00
27.77 	 121.90 	 -0.01
27.80 	 121.70 	 -0.02
27.82 	 122.00 	 -0.03
27.85 	 122.20 	 -0.03
27.88 	 122.50 	 -0.02
27.90 	 123.00 	 -0.01
27.93 	 122.80 	 0.02
27.95 	 122.70 	 0.05
27.98 	 122.60 	 0.08
28.00 	 122.50 	 0.11
28.02 	 122.20 	 0.13
28.05 	 122.30 	 0.14
28.07 	 122.30 	 0.14
28.10 	 122.30 	 0.13
28.12 	 122.40 	 0.10
28.15 	 122.40 	 0.05
28.18 	 122.50 	 0.01
28.20 	 122.70 	 -0.04
28.23 	 122.60 	 -0.08
28.25 	 122.80 	 -0.12
28.27 	 122.80 	 -0.13
28.30 	 123.00 	 -0.14
28.32 	 123.20 	 -0.12
28.35 	 123.30 	 -0.10
28.38 	 123.40 	 -0.06
28.40 	 123.40 	 -0.03
28.43 	 123.50 	 0.00
28.45 	 123.70 	 0.02
28.48 	 124.10 	 0.03
28.50 	 124.30 	 0.03
28.52 	 124.60 	 0.02
28.55 	 124.90 	 0.00
28.57 	 125.10 	 -0.01
28.60 	 125.50 	 -0.02
28.62 	 126.00 	 -0.03
28.65 	 126.60 	 -0.04
28.68 	 126.80 	 -0.04
28.70 	 127.70 	 -0.04
28.73 	 128.70 	 -0.04
28.75 	 129.60 	 -0.04
28.77 	 130.20 	 -0.04
28.80 	 130.60 	 -0.04
28.82 	 131.10 	 -0.04
28.85 	 131.50 	 -0.05
28.88 	 132.10 	 -0.06
28.90 	 132.30 	 -0.07
28.93 	 132.90 	 -0.08
28.95 	 134.00 	 -0.09
28.98 	 134.50 	 -0.10
29.00 	 135.40 	 -0.10
29.02 	 136.30 	 -0.11
29.05 	 136.90 	 -0.10
29.07 	 136.50 	 -0.09
29.10 	 138.00 	 -0.07
29.12 	 136.80 	 -0.03
29.15 	 139.30 	 0.01
29.18 	 136.90 	 0.07
29.20 	 140.30 	 0.14
29.23 	 137.60 	 0.20
29.25 	 140.60 	 0.27
29.27 	 138.30 	 0.32
29.30 	 139.80 	 0.35
29.32 	 138.60 	 0.37
29.35 	 140.70 	 0.35
29.38 	 138.10 	 0.31
29.40 	 142.10 	 0.26
29.43 	 138.90 	 0.18
29.45 	 141.10 	 0.11
29.48 	 138.60 	 0.03
29.50 	 141.80 	 -0.03
29.52 	 138.10 	 -0.09
29.55 	 142.00 	 -0.13
29.57 	 138.00 	 -0.16
29.60 	 141.40 	 -0.17
29.62 	 138.40 	 -0.18
29.65 	 141.10 	 -0.17
29.68 	 139.10 	 -0.14
29.70 	 142.00 	 -0.11
29.73 	 138.90 	 -0.07
29.75 	 141.50 	 -0.03
29.77 	 138.80 	 0.01
29.80 	 142.10 	 0.04
29.82 	 138.80 	 0.06
29.85 	 142.10 	 0.06
29.88 	 138.40 	 0.04
29.90 	 142.00 	 0.01
29.93 	 139.30 	 -0.04
29.95 	 141.60 	 -0.10
29.98 	 140.90 	 -0.15
30.00 	 141.30 	 -0.20
30.02 	 141.50 	 -0.23
30.05 	 141.80 	 -0.25
30.07 	 141.80 	 -0.23
30.10 	 142.20 	 -0.20
30.12 	 142.50 	 -0.15
30.15 	 142.20 	 -0.08
30.18 	 143.20 	 -0.01
30.20 	 143.50 	 0.07
30.23 	 143.30 	 0.14
30.25 	 143.70 	 0.19
30.27 	 143.50 	 0.23
30.30 	 144.30 	 0.23
30.32 	 143.30 	 0.21
30.35 	 144.60 	 0.17
30.38 	 143.10 	 0.12
30.40 	 144.80 	 0.06
30.43 	 143.10 	 0.01
30.45 	 144.70 	 -0.04
30.48 	 144.40 	 -0.07
30.50 	 144.50 	 -0.09
30.52 	 144.60 	 -0.09
30.55 	 144.40 	 -0.08
30.57 	 144.60 	 -0.07
30.60 	 144.50 	 -0.05
30.62 	 145.10 	 -0.03
30.65 	 145.00 	 -0.02
30.68 	 145.30 	 -0.02
30.70 	 145.10 	 -0.01
30.73 	 145.30 	 -0.01
30.75 	 145.50 	 -0.00
30.77 	 145.40 	 0.00
30.80 	 145.80 	 0.00
30.82 	 145.70 	 0.01
30.85 	 145.60 	 0.01
30.88 	 145.80 	 0.00
30.90 	 145.80 	 -0.01
30.93 	 145.90 	 -0.02
30.95 	 145.70 	 -0.04
30.98 	 145.80 	 -0.05
31.00 	 145.90 	 -0.06
31.02 	 145.80 	 -0.07
31.05 	 145.80 	 -0.06
31.07 	 145.60 	 -0.05
31.10 	 145.70 	 -0.04
31.12 	 145.50 	 -0.03
31.15 	 145.70 	 -0.02
31.18 	 145.60 	 -0.01
31.20 	 145.60 	 -0.01
31.23 	 145.40 	 -0.01
31.25 	 145.50 	 -0.02
31.27 	 145.50 	 -0.03
31.30 	 145.20 	 -0.04
31.32 	 145.30 	 -0.04
31.35 	 145.10 	 -0.03
31.38 	 145.20 	 -0.01
31.40 	 144.80 	 0.02
31.43 	 144.80 	 0.06
31.45 	 144.90 	 0.10
31.48 	 144.80 	 0.13
31.50 	 145.20 	 0.16
31.52 	 145.10 	 0.17
31.55 	 144.80 	 0.17
31.57 	 144.70 	 0.16
31.60 	 144.40 	 0.13
31.62 	 144.60 	 0.09
31.65 	 144.60 	 0.06
31.68 	 144.40 	 0.03
31.70 	 144.30 	 0.01
31.73 	 144.20 	 0.01
31.75 	 144.10 	 0.02
31.77 	 143.90 	 0.04
31.80 	 144.00 	 0.06
31.82 	 144.10 	 0.09
31.85 	 143.80 	 0.10
31.88 	 143.90 	 0.11
31.90 	 143.80 	 0.10
31.93 	 143.80 	 0.08
31.95 	 143.70 	 0.04
31.98 	 143.60 	 0.01
32.00 	 143.60 	 -0.02
32.02 	 143.70 	 -0.05
32.05 	 143.50 	 -0.07
32.08 	 143.30 	 -0.07
32.10 	 143.10 	 -0.07
32.12 	 143.00 	 -0.05
32.15 	 143.10 	 -0.03
32.17 	 142.90 	 -0.02
32.20 	 142.90 	 -0.01
32.23 	 142.80 	 -0.01
32.25 	 142.60 	 -0.01
32.27 	 142.50 	 -0.02
32.30 	 142.30 	 -0.03
32.33 	 142.30 	 -0.04
32.35 	 142.20 	 -0.05
32.38 	 142.20 	 -0.05
32.40 	 142.00 	 -0.05
32.42 	 141.80 	 -0.05
32.45 	 141.80 	 -0.06
32.48 	 141.60 	 -0.07
32.50 	 141.60 	 -0.08
32.52 	 141.30 	 -0.11
32.55 	 141.20 	 -0.14
32.58 	 141.40 	 -0.16
32.60 	 141.00 	 -0.18
32.62 	 140.80 	 -0.18
32.65 	 140.80 	 -0.16
32.67 	 140.70 	 -0.13
32.70 	 140.50 	 -0.08
32.73 	 140.80 	 -0.03
